"cif";"customer_name";"age_group";"income_bracket";"region";"account_type";"risk_profile";"preferences";"created_at";"updated_at"
101062;Nasab Kuswoyo;"26-35";"150k+";Surabaya;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2023-11-05 06:05:48.746;2025-07-12 05:33:06.219
101086;Jasmine Mckinney;"65+";"75k-100k";Bandung;Gold;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-06-02 12:02:21.994;2025-08-01 06:13:36.368
101157;Miss Marie Wright;"46-55";"50k-75k";Palembang;Premium;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-05-16 12:54:27.322;2025-07-12 00:06:49.144
101189;Anthony Parks;"18-25";<25k;Jakarta;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2023-10-08 14:47:42.288;2025-07-07 00:51:31.175
101194;Kardi Napitupulu;"26-35";"100k-150k";Medan;Basic;High;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-01-06 13:35:02.194;2025-07-07 04:12:51.451
101225;Andrea Anderson;"18-25";"75k-100k";Bandung;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2024-09-19 23:24:06.348;2025-07-21 07:10:57.676
101226;Kimberly Moore;"65+";"75k-100k";Palembang;Basic;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2025-01-05 15:34:05.155;2025-07-26 21:21:13.377
101247;Hendri Farida, M.TI.;"65+";"75k-100k";Palembang;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-11-19 08:08:30.589;2025-07-24 22:43:22.885
101372;Mr Shaun Miah;"65+";<25k;Makassar;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-02-09 14:55:04.005;2025-07-31 10:18:49.243
101383;Anita Acosta;"65+";<25k;Medan;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2023-09-01 07:26:27.266;2025-07-15 05:23:36.368
100162;Robert Adams;"18-25";"25k-50k";Denpasar;Basic;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2023-08-10 10:58:23.431;2025-07-29 08:56:11.959
100244;Denis Forster;"56-65";"150k+";Semarang;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-09-19 07:47:24.049;2025-07-29 17:41:56.092
100300;Bahuwarna Wasita;"18-25";<25k;Denpasar;Business;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2023-09-10 23:33:02.653;2025-08-03 01:51:38.915
100318;Jane Williams;"18-25";<25k;Palembang;Gold;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2023-09-17 09:06:14.572;2025-07-07 07:55:02.239
100341;Katherine Garza;"65+";"100k-150k";Palembang;Premium;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-01-12 16:03:07.113;2025-08-03 20:37:17.652
100394;Michael Woodard;"36-45";<25k;Bandung;Gold;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-01-30 07:12:17.106;2025-07-14 10:41:11.632
100399;Bryan Salinas;"26-35";"100k-150k";Surabaya;Business;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-01-12 15:29:57.414;2025-07-23 13:45:39.616
100426;Daniswara Purnawati, S.E.I;"65+";"25k-50k";Bandung;Premium;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-11-29 04:21:21.351;2025-07-25 08:25:26.665
100446;Terry Hodge;"65+";"50k-75k";Bandung;Platinum;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-11-30 06:44:08.536;2025-07-25 09:30:26.862
100532;Shannon Wise;"18-25";"150k+";Semarang;Basic;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2025-05-12 22:56:14.014;2025-07-31 09:59:26.108
100590;Mr Elliott Harvey;"18-25";"150k+";Surabaya;Gold;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-05-18 21:08:51.668;2025-07-28 06:26:29.738
100605;Dr Neil Hunter;"36-45";"150k+";Medan;Gold;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2025-05-08 00:12:48.191;2025-07-30 15:38:15.921
100639;Kemal Wijayanti;"18-25";"100k-150k";Medan;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2023-10-25 18:32:49.757;2025-07-11 19:01:07.191
100790;Mr Stuart Walker;"65+";"150k+";Jakarta;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-01-07 18:53:58.943;2025-07-30 05:48:55.888
100794;Randall Odonnell;"36-45";"50k-75k";Jakarta;Platinum;High;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2024-03-25 14:45:58.227;2025-08-04 08:29:18.898
100938;Dian Hakim;"46-55";"25k-50k";Jakarta;Premium;High;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-07-28 15:27:41.727;2025-07-17 14:30:21.604
101023;Drs. Ega Purwanti, S.E.;"56-65";"50k-75k";Bandung;Premium;High;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2025-03-10 23:11:22.637;2025-08-03 00:36:31.904
101024;Darman Utama;"18-25";"25k-50k";Makassar;Gold;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2023-08-14 18:20:01.814;2025-07-29 11:30:39.808
101033;Cawisadi Manullang;"18-25";"25k-50k";Bandung;Platinum;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-04-30 01:58:26.226;2025-07-06 20:33:07.484
101110;Tanner Brown;"18-25";"150k+";Jakarta;Gold;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2023-09-13 19:36:11.683;2025-07-08 04:08:10.813
101118;Ashley Green;"46-55";<25k;Semarang;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2025-07-05 22:19:46.405;2025-07-17 17:18:15.757
101151;Michelle Roberts;"56-65";"50k-75k";Semarang;Basic;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-08-05 00:19:50.749;2025-07-30 20:28:40.020
101156;Ade Wijaya, S.Psi;"65+";<25k;Denpasar;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-11-20 09:40:41.258;2025-07-27 01:38:23.542
101177;Cakrabirawa Hardiansyah, S.Gz;"65+";"25k-50k";Jakarta;Gold;High;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-11-14 00:19:18.817;2025-08-03 06:03:42.529
101195;Dina Suryatmi;"46-55";"25k-50k";Medan;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-11-23 02:07:14.339;2025-07-17 02:12:29.615
100336;Jacqueline Hunter;"26-35";<25k;Surabaya;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-04-21 22:47:03.865;2025-08-04 04:08:33.299
100467;Gordon Atkinson;"65+";"75k-100k";Surabaya;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-12-12 06:39:28.070;2025-07-25 21:19:55.565
100478;Lutfan Maulana;"26-35";"150k+";Bandung;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-07-26 15:39:01.443;2025-07-12 04:34:02.369
100486;Carolyn Murphy;"65+";"25k-50k";Bandung;Basic;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-03-18 05:06:45.063;2025-07-24 19:23:33.799
100509;Ratna Salahudin;"46-55";"100k-150k";Semarang;Gold;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-06-21 00:07:02.002;2025-07-14 13:25:23.690
100512;R. Jamalia Nasyidah, S.Ked;"26-35";"50k-75k";Jakarta;Basic;High;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-04-05 05:34:25.178;2025-07-13 00:59:13.641
100528;Ashley Sanders;"65+";<25k;Surabaya;Premium;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2024-12-24 11:44:41.294;2025-07-26 09:22:07.890
100556;drg. Janet Sihombing, S.E.I;"46-55";"50k-75k";Semarang;Premium;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2025-04-29 12:13:17.079;2025-07-24 04:12:06.799
100608;Connor Scott;"56-65";"25k-50k";Jakarta;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2023-09-14 08:31:09.166;2025-07-22 06:30:47.501
100654;Carole Jones-Rogers;"36-45";"75k-100k";Palembang;Basic;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-02-25 07:27:34.361;2025-07-13 22:32:23.737
100671;Maimunah Wibowo;"46-55";"75k-100k";Denpasar;Gold;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2025-04-12 23:41:19.288;2025-07-17 18:53:45.539
100698;Sandra Perez;"18-25";<25k;Medan;Basic;High;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-06-17 01:27:59.592;2025-08-02 13:26:09.831
100720;Hasim Suwarno;"18-25";"75k-100k";Semarang;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-10-25 11:48:24.802;2025-07-07 00:26:25.259
100854;Juan Ford;"18-25";<25k;Palembang;Platinum;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2023-09-14 19:58:51.050;2025-07-30 21:57:35.614
100872;Jais Simbolon;"26-35";"100k-150k";Makassar;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2023-12-01 18:11:57.868;2025-07-10 10:12:53.352
100887;Grace Porter;"18-25";"75k-100k";Jakarta;Gold;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2023-09-03 23:08:55.288;2025-07-28 23:29:36.414
100931;Mr Gareth Harding;"18-25";"50k-75k";Jakarta;Basic;High;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2023-09-08 16:37:32.930;2025-07-12 17:45:19.515
100948;Kamila Padmasari;"36-45";"50k-75k";Jakarta;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-03-22 20:35:38.977;2025-07-16 03:24:42.834
100957;Gerard Davies;"56-65";"100k-150k";Semarang;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-09-10 00:35:43.983;2025-07-25 15:53:27.699
100962;Dr Brandon Baldwin;"36-45";"150k+";Surabaya;Basic;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2025-05-03 16:01:25.917;2025-07-31 17:40:46.270
100996;Carolyn Parkinson;"26-35";"150k+";Surabaya;Basic;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-09-01 18:10:41.591;2025-07-09 07:43:27.398
101044;Jack Hernandez;"26-35";"50k-75k";Bandung;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-07-16 11:00:36.696;2025-07-28 16:44:18.016
101049;Jennifer Hale;"36-45";"75k-100k";Bandung;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2025-04-09 00:32:30.435;2025-07-06 08:47:38.174
101119;Linda Bates-Smith;"36-45";<25k;Medan;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-02-17 16:58:43.383;2025-07-13 15:02:44.313
101134;Kristin Thompson;"56-65";"100k-150k";Surabaya;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-01-29 06:21:15.398;2025-07-21 23:24:04.276
101172;Lorraine Jennings;"18-25";"75k-100k";Jakarta;Platinum;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-11-23 17:01:48.726;2025-07-07 13:50:20.469
101228;Aaron Gonzalez;"46-55";<25k;Surabaya;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-06-07 15:15:53.617;2025-07-05 16:45:16.513
101263;Raina Rajata;"36-45";"100k-150k";Semarang;Gold;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2025-03-08 05:50:59.626;2025-07-15 14:40:26.581
101302;Jennifer Smith;"26-35";"75k-100k";Jakarta;Basic;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-01-27 19:48:25.305;2025-07-31 03:30:41.256
101316;Mr Justin Hughes;"18-25";"50k-75k";Palembang;Platinum;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2023-09-22 05:50:21.733;2025-07-31 18:05:55.440
101342;Kevin Hill;"18-25";"100k-150k";Jakarta;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2023-09-05 07:36:21.854;2025-07-06 20:01:40.544
100034;Miss Emily Gordon;"46-55";"50k-75k";Bandung;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2025-06-14 04:20:48.019;2025-07-16 14:10:05.357
100069;dr. Ajimin Handayani, S.Kom;"46-55";<25k;Palembang;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2023-10-29 00:49:16.580;2025-07-29 14:16:28.949
100305;Silvia Oktaviani;"36-45";"150k+";Denpasar;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-03-03 18:17:11.102;2025-07-23 20:26:28.133
100412;Ratih Purwanti;"46-55";"100k-150k";Makassar;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-01-01 13:52:12.252;2025-07-19 23:00:21.019
100423;Christopher Spears;"36-45";"50k-75k";Bandung;Basic;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-04-21 22:27:37.085;2025-07-16 06:21:09.268
100499;Dennis Kerr-Smith;"65+";"75k-100k";Makassar;Basic;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2025-01-28 22:02:51.927;2025-07-20 15:03:44.191
100517;Jason Sanchez;"36-45";"75k-100k";Medan;Gold;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-03-27 00:09:18.272;2025-07-17 21:43:57.777
100518;Jati Oktaviani;"18-25";"75k-100k";Surabaya;Basic;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2023-09-21 13:14:24.630;2025-07-07 12:01:47.164
100520;Dr Gail Jones;"46-55";"150k+";Denpasar;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-06-03 12:28:39.409;2025-07-13 21:22:29.341
100705;Scott Flores;"26-35";"25k-50k";Bandung;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2023-11-27 15:32:33.348;2025-07-31 03:45:19.367
100756;Cemani Lailasari, M.Kom.;"65+";"25k-50k";Palembang;Platinum;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-02-04 23:07:47.344;2025-07-25 21:02:06.787
100796;Makuta Haryanto;"26-35";"150k+";Surabaya;Premium;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2023-12-23 20:24:43.707;2025-07-25 05:26:19.044
100904;John Young;"18-25";<25k;Palembang;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2023-10-09 18:17:42.131;2025-07-26 21:35:24.442
100925;Pauline Johnson-Williams;"36-45";"25k-50k";Palembang;Premium;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-03-01 21:42:13.179;2025-07-24 05:13:02.197
101006;Kristina Chung;"36-45";"100k-150k";Jakarta;Business;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-02-03 11:20:58.679;2025-07-30 09:18:06.899
101013;Cheryl Davis;"46-55";"25k-50k";Bandung;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2023-11-30 12:35:57.519;2025-08-02 10:33:00.575
101068;Jeanette Murphy;"56-65";"75k-100k";Denpasar;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-09-07 12:25:57.874;2025-07-21 22:56:47.609
101191;Taswir Maryati;"18-25";"100k-150k";Surabaya;Basic;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2023-09-21 04:51:16.859;2025-07-24 22:11:06.028
101199;Janet Parker;"26-35";<25k;Jakarta;Gold;High;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2025-07-15 08:06:58.012;2025-08-03 17:18:26.804
101347;Corey Rodriguez;"18-25";<25k;Medan;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2023-10-25 13:56:32.879;2025-07-08 21:34:14.956
100214;Gloria Burgess;"56-65";"150k+";Makassar;Premium;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-10-26 21:24:45.366;2025-07-15 18:55:14.716
100255;Juli Lazuardi;"36-45";"50k-75k";Surabaya;Platinum;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-02-21 14:11:47.951;2025-07-13 18:52:26.398
100374;Raisa Nurdiyanti;"46-55";"100k-150k";Semarang;Gold;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-07-28 12:15:49.268;2025-07-20 06:31:40.192
100421;Denise Ramos;"65+";"50k-75k";Palembang;Premium;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-07-08 11:18:14.566;2025-08-02 03:33:51.493
100604;Karna Widiastuti;"26-35";"100k-150k";Makassar;Premium;High;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-01-08 02:45:35.378;2025-07-31 13:38:35.524
100636;Diane Barnes;"18-25";"50k-75k";Palembang;Premium;High;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-06-12 13:19:23.318;2025-08-01 15:33:48.281
100637;Unjani Wahyuni;"36-45";"150k+";Bandung;Premium;High;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-02-11 11:47:04.774;2025-07-09 11:27:47.878
100676;Randall Sanders;"26-35";"25k-50k";Palembang;Basic;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-01-30 09:02:30.148;2025-07-28 13:26:08.609
100678;Oskar Irawan;"26-35";"150k+";Surabaya;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-01-08 20:34:15.372;2025-07-18 18:56:52.247
100706;Mitchell Dunn;"46-55";"100k-150k";Makassar;Premium;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-02-20 08:26:18.439;2025-07-25 04:22:22.347
100760;Christy Lopez;"65+";"25k-50k";Semarang;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-11-20 07:13:15.141;2025-07-11 21:58:22.412
100764;Mrs Katie Armstrong;"36-45";<25k;Bandung;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2023-11-01 04:32:58.142;2025-07-14 23:31:42.902
100766;Dt. Virman Prayoga, S.Ked;"18-25";"25k-50k";Jakarta;Platinum;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2025-05-18 19:05:53.651;2025-07-24 10:24:17.175
100769;Lindsey Ellis;"26-35";"150k+";Jakarta;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2023-11-17 03:53:32.199;2025-07-09 19:49:41.147
100774;Jeremy Smith;"56-65";"50k-75k";Medan;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-08-15 18:38:34.350;2025-07-21 00:31:53.674
100815;Robin Ali;"46-55";"150k+";Denpasar;Gold;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2025-03-30 22:24:26.338;2025-07-17 08:23:33.222
100822;Anne Williams;"65+";<25k;Jakarta;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-05-07 15:45:38.136;2025-07-31 21:36:40.753
100828;Nyana Mandasari, S.Farm;"65+";"150k+";Palembang;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-07-04 23:06:43.008;2025-07-10 03:29:09.900
100880;Robert Mendoza;"46-55";"75k-100k";Medan;Premium;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-07-01 16:50:18.275;2025-07-19 04:06:11.058
100890;Elizabeth Brandt;"36-45";"100k-150k";Palembang;Platinum;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-06-15 09:51:55.032;2025-08-02 11:48:34.863
100913;Mr Harry Waters;"56-65";<25k;Medan;Premium;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2025-04-21 19:19:31.819;2025-07-29 13:35:20.743
100992;Drs. Silvia Tarihoran, S.T.;"56-65";"150k+";Makassar;Gold;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2023-10-13 23:04:20.409;2025-07-15 09:12:57.480
101015;Zoe Schofield;"26-35";"50k-75k";Denpasar;Premium;High;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2023-11-24 11:45:36.577;2025-07-10 03:03:02.860
101026;Tina Mcdonald;"65+";"100k-150k";Palembang;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-12-31 04:04:06.633;2025-07-26 15:57:11.427
101028;Christian Atkins;"46-55";"25k-50k";Surabaya;Platinum;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-05-10 09:21:01.316;2025-07-10 04:03:41.797
101054;Ciaobella Hakim;"46-55";<25k;Jakarta;Premium;High;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-06-21 16:51:12.135;2025-07-18 18:14:49.752
101063;Wayne Patterson;"18-25";"50k-75k";Denpasar;Premium;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2023-10-09 16:04:18.911;2025-08-03 14:46:23.556
101073;Jane Ward;"26-35";"150k+";Surabaya;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2023-11-27 12:56:23.769;2025-07-10 06:03:22.342
101094;Rebekah Garcia;"56-65";"150k+";Surabaya;Basic;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-10-05 21:53:07.536;2025-07-22 16:06:18.657
101101;Dinda Habibi;"36-45";"25k-50k";Jakarta;Premium;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-05-02 11:49:30.625;2025-07-09 20:01:52.429
